Evaluation,Resampling Scenario,Model,Class,Class Recall,Class Precision,Class F1
DSBI,Adaptive Resampled,Multilabel,37,0.9892739273927392,0.9787755102040816,0.9839967172753384
DSBI,Adaptive Resampled,Multilabel,38,0.9892241379310345,0.9272727272727272,0.9572471324296141
DSBI,Adaptive Resampled,Multilabel,39,0.9941348973607038,0.9811866859623734,0.9876183539694101
DSBI,Adaptive Resampled,Multilabel,40,0.5,0.1111111111111111,0.1818181818181818
DSBI,Adaptive Resampled,Multilabel,41,0.9871630295250321,0.9808673469387755,0.9840051183621241
DSBI,Adaptive Resampled,Multilabel,42,0.9958932238193019,0.9623015873015873,0.9788092835519676
DSBI,Adaptive Resampled,Multilabel,43,0.9949238578680203,0.92018779342723,0.9560975609756098
DSBI,Adaptive Resampled,Multilabel,44,0.9857482185273159,0.8792372881355932,0.929451287793953
DSBI,Adaptive Resampled,Multilabel,45,0.9906015037593985,0.9795539033457249,0.9850467289719625
DSBI,Adaptive Resampled,Multilabel,46,0.9902439024390244,0.9398148148148148,0.9643705463182897
DSBI,Adaptive Resampled,Multilabel,47,1.0,0.96875,0.9841269841269841
DSBI,Adaptive Resampled,Multilabel,48,0.984375,0.8583106267029973,0.9170305676855895
DSBI,Adaptive Resampled,Multilabel,49,0.9881918819188192,0.9903846153846154,0.9892870336165497
DSBI,Adaptive Resampled,Multilabel,50,0.9885057471264368,0.9616613418530351,0.9748987854251013
DSBI,Adaptive Resampled,Multilabel,51,0.9884393063583815,0.9395604395604396,0.9633802816901408
DSBI,Adaptive Resampled,Multilabel,52,0.9853747714808044,0.9506172839506173,0.9676840215439856
DSBI,Adaptive Resampled,Multilabel,53,0.9842829076620825,0.9842829076620825,0.9842829076620825
DSBI,Adaptive Resampled,Multilabel,54,0.9964285714285714,0.9269102990033222,0.9604130808950085
DSBI,Adaptive Resampled,Multilabel,55,0.9768421052631578,0.9768421052631578,0.9768421052631578
DSBI,Adaptive Resampled,Multilabel,56,0.9953703703703703,0.947136563876652,0.9706546275395034
DSBI,Adaptive Resampled,Multilabel,57,0.992,0.9802371541501976,0.9860834990059641
DSBI,Adaptive Resampled,Multilabel,58,0.9856230031948882,0.9872,0.9864108713029577
DSBI,Adaptive Resampled,Multilabel,59,0.9783393501805054,0.9508771929824561,0.9644128113879004
DSBI,Adaptive Resampled,Multilabel,60,0.9811730629978277,0.9876093294460642,0.9843806756265892
DSBI,Adaptive Resampled,Multilabel,61,0.9782608695652174,0.967741935483871,0.972972972972973
DSBI,Adaptive Resampled,Multilabel,62,0.9789473684210527,0.9425675675675675,0.9604130808950087
DSBI,Adaptive Resampled,Multilabel,63,0.9761904761904762,1.0,0.9879518072289156
BCD,Adaptive Resampled,Multilabel,0,,0.0,
BCD,Adaptive Resampled,Multilabel,1,0.06666666666666667,0.09090909090909091,0.07692307692307691
BCD,Adaptive Resampled,Multilabel,2,,0.0,
BCD,Adaptive Resampled,Multilabel,3,0.08333333333333333,0.4166666666666667,0.1388888888888889
BCD,Adaptive Resampled,Multilabel,4,,0.0,
BCD,Adaptive Resampled,Multilabel,5,0.08333333333333333,0.2,0.11764705882352941
BCD,Adaptive Resampled,Multilabel,6,,0.0,
BCD,Adaptive Resampled,Multilabel,7,0.11666666666666667,0.35,0.175
BCD,Adaptive Resampled,Multilabel,8,,0.0,
BCD,Adaptive Resampled,Multilabel,9,0.11666666666666667,0.3684210526315789,0.17721518987341772
BCD,Adaptive Resampled,Multilabel,10,0.15,0.6,0.24
BCD,Adaptive Resampled,Multilabel,11,0.5,0.9375,0.6521739130434783
BCD,Adaptive Resampled,Multilabel,12,,0.0,
BCD,Adaptive Resampled,Multilabel,13,0.55,0.8048780487804879,0.6534653465346535
BCD,Adaptive Resampled,Multilabel,14,0.11666666666666667,0.3684210526315789,0.17721518987341772
BCD,Adaptive Resampled,Multilabel,15,0.18333333333333332,0.44,0.25882352941176473
BCD,Adaptive Resampled,Multilabel,16,,0.0,
BCD,Adaptive Resampled,Multilabel,17,0.16666666666666666,0.5,0.25
BCD,Adaptive Resampled,Multilabel,18,,0.0,
BCD,Adaptive Resampled,Multilabel,19,0.5833333333333334,0.5384615384615384,0.5599999999999999
BCD,Adaptive Resampled,Multilabel,20,,0.0,
BCD,Adaptive Resampled,Multilabel,21,0.0,0.0,
BCD,Adaptive Resampled,Multilabel,22,,0.0,
BCD,Adaptive Resampled,Multilabel,23,0.16666666666666666,0.5882352941176471,0.2597402597402597
BCD,Adaptive Resampled,Multilabel,24,,0.0,
BCD,Adaptive Resampled,Multilabel,25,0.15,0.4090909090909091,0.21951219512195122
BCD,Adaptive Resampled,Multilabel,26,0.6,0.9,0.7200000000000001
BCD,Adaptive Resampled,Multilabel,27,0.5333333333333333,0.7272727272727273,0.6153846153846153
BCD,Adaptive Resampled,Multilabel,28,,0.0,
BCD,Adaptive Resampled,Multilabel,29,0.11666666666666667,0.6363636363636364,0.1971830985915493
BCD,Adaptive Resampled,Multilabel,30,0.5666666666666667,0.38636363636363635,0.4594594594594595
BCD,Adaptive Resampled,Multilabel,31,0.55,0.515625,0.5322580645161291
BCD,Adaptive Resampled,Multilabel,32,,0.0,
BCD,Adaptive Resampled,Multilabel,33,,0.0,
BCD,Adaptive Resampled,Multilabel,34,,0.0,
BCD,Adaptive Resampled,Multilabel,35,,0.0,
BCD,Adaptive Resampled,Multilabel,36,,0.0,
BCD,Adaptive Resampled,Multilabel,37,0.05,0.17647058823529413,0.07792207792207792
BCD,Adaptive Resampled,Multilabel,38,,0.0,
BCD,Adaptive Resampled,Multilabel,39,0.2,0.46153846153846156,0.27906976744186046
BCD,Adaptive Resampled,Multilabel,40,,0.0,
BCD,Adaptive Resampled,Multilabel,41,,0.0,
BCD,Adaptive Resampled,Multilabel,42,,0.0,
BCD,Adaptive Resampled,Multilabel,43,,0.0,
BCD,Adaptive Resampled,Multilabel,44,,0.0,
BCD,Adaptive Resampled,Multilabel,45,0.5166666666666667,0.8857142857142857,0.6526315789473685
BCD,Adaptive Resampled,Multilabel,46,,0.0,
BCD,Adaptive Resampled,Multilabel,47,,0.0,
BCD,Adaptive Resampled,Multilabel,48,,0.0,
BCD,Adaptive Resampled,Multilabel,49,,0.0,
BCD,Adaptive Resampled,Multilabel,50,,0.0,
BCD,Adaptive Resampled,Multilabel,51,,0.0,
BCD,Adaptive Resampled,Multilabel,52,,0.0,
BCD,Adaptive Resampled,Multilabel,53,0.1,0.42857142857142855,0.16216216216216217
BCD,Adaptive Resampled,Multilabel,54,,0.0,
BCD,Adaptive Resampled,Multilabel,55,,0.0,
BCD,Adaptive Resampled,Multilabel,56,,0.0,
BCD,Adaptive Resampled,Multilabel,57,,0.0,
BCD,Adaptive Resampled,Multilabel,58,0.43333333333333335,1.0,0.6046511627906976
BCD,Adaptive Resampled,Multilabel,59,,0.0,
BCD,Adaptive Resampled,Multilabel,60,,0.0,
BCD,Adaptive Resampled,Multilabel,61,0.5333333333333333,0.8421052631578947,0.653061224489796
BCD,Adaptive Resampled,Multilabel,62,,0.0,
BCD,Adaptive Resampled,Multilabel,63,,0.0,
ABC,Adaptive Resampled,Multilabel,0,,0.0,
ABC,Adaptive Resampled,Multilabel,1,0.6363636363636364,0.3727810650887574,0.4701492537313433
ABC,Adaptive Resampled,Multilabel,2,,0.0,
ABC,Adaptive Resampled,Multilabel,3,0.5959595959595959,0.44360902255639095,0.5086206896551724
ABC,Adaptive Resampled,Multilabel,4,,0.0,
ABC,Adaptive Resampled,Multilabel,5,0.3434343434343434,0.6296296296296297,0.4444444444444445
ABC,Adaptive Resampled,Multilabel,6,,0.0,
ABC,Adaptive Resampled,Multilabel,7,,0.0,
ABC,Adaptive Resampled,Multilabel,8,,0.0,
ABC,Adaptive Resampled,Multilabel,9,,0.0,
ABC,Adaptive Resampled,Multilabel,10,0.3838383838383838,0.42696629213483145,0.4042553191489362
ABC,Adaptive Resampled,Multilabel,11,0.3333333333333333,0.55,0.4150943396226416
ABC,Adaptive Resampled,Multilabel,12,0.3939393939393939,0.6,0.47560975609756095
ABC,Adaptive Resampled,Multilabel,13,0.3939393939393939,0.4936708860759494,0.4382022471910112
ABC,Adaptive Resampled,Multilabel,14,0.3939393939393939,0.6,0.47560975609756095
ABC,Adaptive Resampled,Multilabel,15,,0.0,
ABC,Adaptive Resampled,Multilabel,16,,0.0,
ABC,Adaptive Resampled,Multilabel,17,,0.0,
ABC,Adaptive Resampled,Multilabel,18,,0.0,
ABC,Adaptive Resampled,Multilabel,19,0.35353535353535354,0.6862745098039216,0.4666666666666666
ABC,Adaptive Resampled,Multilabel,20,,0.0,
ABC,Adaptive Resampled,Multilabel,21,0.40404040404040403,0.8888888888888888,0.5555555555555556
ABC,Adaptive Resampled,Multilabel,22,,0.0,
ABC,Adaptive Resampled,Multilabel,23,0.30303030303030304,0.9090909090909091,0.45454545454545453
ABC,Adaptive Resampled,Multilabel,24,,0.0,
ABC,Adaptive Resampled,Multilabel,25,0.41414141414141414,0.47674418604651164,0.4432432432432433
ABC,Adaptive Resampled,Multilabel,26,0.24242424242424243,0.8275862068965517,0.37499999999999994
ABC,Adaptive Resampled,Multilabel,27,,0.0,
ABC,Adaptive Resampled,Multilabel,28,0.43434343434343436,0.8775510204081632,0.581081081081081
ABC,Adaptive Resampled,Multilabel,29,0.36363636363636365,0.9,0.5179856115107914
ABC,Adaptive Resampled,Multilabel,30,0.2727272727272727,0.84375,0.41221374045801523
ABC,Adaptive Resampled,Multilabel,31,0.32323232323232326,0.8,0.460431654676259
ABC,Adaptive Resampled,Multilabel,32,,0.0,
ABC,Adaptive Resampled,Multilabel,33,,0.0,
ABC,Adaptive Resampled,Multilabel,34,,0.0,
ABC,Adaptive Resampled,Multilabel,35,0.43434343434343436,0.8958333333333334,0.5850340136054422
ABC,Adaptive Resampled,Multilabel,36,,0.0,
ABC,Adaptive Resampled,Multilabel,37,,0.0,
ABC,Adaptive Resampled,Multilabel,38,,0.0,
ABC,Adaptive Resampled,Multilabel,39,,0.0,
ABC,Adaptive Resampled,Multilabel,40,,0.0,
ABC,Adaptive Resampled,Multilabel,41,0.31313131313131315,0.62,0.4161073825503356
ABC,Adaptive Resampled,Multilabel,42,,0.0,
ABC,Adaptive Resampled,Multilabel,43,0.3434343434343434,0.9066666666666666,0.4981684981684981
ABC,Adaptive Resampled,Multilabel,44,,0.0,
ABC,Adaptive Resampled,Multilabel,45,0.1919191919191919,0.3275862068965517,0.24203821656050956
ABC,Adaptive Resampled,Multilabel,46,0.32323232323232326,0.7804878048780488,0.4571428571428572
ABC,Adaptive Resampled,Multilabel,47,0.41414141414141414,0.803921568627451,0.5466666666666666
ABC,Adaptive Resampled,Multilabel,48,,0.0,
ABC,Adaptive Resampled,Multilabel,49,0.3434343434343434,0.918918918918919,0.5
ABC,Adaptive Resampled,Multilabel,50,,0.0,
ABC,Adaptive Resampled,Multilabel,51,0.29292929292929293,0.90625,0.44274809160305345
ABC,Adaptive Resampled,Multilabel,52,,0.0,
ABC,Adaptive Resampled,Multilabel,53,,0.0,
ABC,Adaptive Resampled,Multilabel,54,,0.0,
ABC,Adaptive Resampled,Multilabel,55,0.30303030303030304,0.8108108108108109,0.44117647058823534
ABC,Adaptive Resampled,Multilabel,56,0.020202020202020204,0.125,0.03478260869565218
ABC,Adaptive Resampled,Multilabel,57,0.29292929292929293,0.7435897435897436,0.4202898550724638
ABC,Adaptive Resampled,Multilabel,58,0.3939393939393939,0.78,0.5234899328859061
ABC,Adaptive Resampled,Multilabel,59,,0.0,
ABC,Adaptive Resampled,Multilabel,60,,0.0,
ABC,Adaptive Resampled,Multilabel,61,,0.0,
ABC,Adaptive Resampled,Multilabel,62,0.30303030303030304,0.8108108108108109,0.44117647058823534
ABC,Adaptive Resampled,Multilabel,63,0.3333333333333333,0.7021276595744681,0.452054794520548
Braille37,Adaptive Resampled,Multilabel,0,0.7236024844720497,0.643646408839779,0.6812865497076024
Braille37,Adaptive Resampled,Multilabel,1,0.9092409240924092,0.8697711128650355,0.8890681726502622
Braille37,Adaptive Resampled,Multilabel,2,1.0,0.9390018484288355,0.9685414680648237
Braille37,Adaptive Resampled,Multilabel,3,0.9600443951165372,0.9271168274383709,0.9432933478735005
Braille37,Adaptive Resampled,Multilabel,4,0.9754385964912281,0.8553846153846154,0.9114754098360655
Braille37,Adaptive Resampled,Multilabel,5,0.8658280922431866,0.9407744874715261,0.9017467248908296
Braille37,Adaptive Resampled,Multilabel,6,0.9513888888888888,0.924114671163575,0.9375534644995722
Braille37,Adaptive Resampled,Multilabel,7,0.960285132382892,0.9622448979591837,0.9612640163098879
Braille37,Adaptive Resampled,Multilabel,8,,0.0,
Braille37,Adaptive Resampled,Multilabel,9,0.9594594594594594,0.8840996168582376,0.9202392821535395
Braille37,Adaptive Resampled,Multilabel,10,0.9564315352697096,0.862488306828812,0.9070339399901624
Braille37,Adaptive Resampled,Multilabel,11,0.9268795056642637,0.9473684210526315,0.9370119729307653
Braille37,Adaptive Resampled,Multilabel,12,,0.0,
Braille37,Adaptive Resampled,Multilabel,13,0.8884297520661157,0.9885057471264368,0.9357997823721436
Braille37,Adaptive Resampled,Multilabel,14,0.8941908713692946,0.9976851851851852,0.9431072210065646
Braille37,Adaptive Resampled,Multilabel,15,0.9454732510288066,0.990301724137931,0.9673684210526317
Braille37,Adaptive Resampled,Multilabel,16,,0.0,
Braille37,Adaptive Resampled,Multilabel,17,0.9647266313932981,0.9302721088435374,0.947186147186147
Braille37,Adaptive Resampled,Multilabel,18,0.9932088285229203,0.7082324455205811,0.8268551236749117
Braille37,Adaptive Resampled,Multilabel,19,0.8790072388831437,0.9259259259259259,0.9018567639257293
Braille37,Adaptive Resampled,Multilabel,20,,0.0,
Braille37,Adaptive Resampled,Multilabel,21,0.8492871690427699,0.9297658862876255,0.8877062267163386
Braille37,Adaptive Resampled,Multilabel,22,0.7248995983935743,0.7234468937875751,0.7241725175526579
Braille37,Adaptive Resampled,Multilabel,23,0.8290598290598291,0.961453744493392,0.8903620601733809
Braille37,Adaptive Resampled,Multilabel,24,,0.0,
Braille37,Adaptive Resampled,Multilabel,25,0.9125441696113075,0.8813993174061433,0.8967013888888888
Braille37,Adaptive Resampled,Multilabel,26,0.9279749478079332,0.927007299270073,0.927490871152843
Braille37,Adaptive Resampled,Multilabel,27,0.789,0.927144535840188,0.852512155591572
