Evaluation,Resampling Scenario,Model,Class,Class Recall,Class Precision,Class F1
In-distribution,No Resampling,Multilabel,2,0.9722222222222222,0.9919028340080972,0.9819639278557114
In-distribution,No Resampling,Multilabel,3,0.9814814814814815,0.9464285714285714,0.9636363636363636
In-distribution,No Resampling,Multilabel,4,1.0,1.0,1.0
In-distribution,No Resampling,Multilabel,5,0.9922330097087378,0.9826923076923076,0.98743961352657
In-distribution,No Resampling,Multilabel,6,,0.0,
In-distribution,No Resampling,Multilabel,7,0.9835051546391752,0.9875776397515528,0.9855371900826447
In-distribution,No Resampling,Multilabel,8,1.0,0.6666666666666666,0.8
In-distribution,No Resampling,Multilabel,9,0.9863013698630136,0.9863013698630136,0.9863013698630136
In-distribution,No Resampling,Multilabel,10,0.9972936400541272,0.9932614555256065,0.9952734638757597
In-distribution,No Resampling,Multilabel,11,0.9375,0.8333333333333334,0.8823529411764706
In-distribution,No Resampling,Multilabel,12,,,
In-distribution,No Resampling,Multilabel,13,0.9882005899705014,0.9882005899705014,0.9882005899705014
In-distribution,No Resampling,Multilabel,14,0.994,0.9959919839679359,0.994994994994995
In-distribution,No Resampling,Multilabel,15,0.9748427672955975,0.9904153354632588,0.9825673534072901
In-distribution,No Resampling,Multilabel,16,1.0,1.0,1.0
In-distribution,No Resampling,Multilabel,17,0.9941245593419507,0.9894736842105263,0.9917936694021101
In-distribution,No Resampling,Multilabel,18,0.9861111111111112,0.9594594594594594,0.9726027397260274
In-distribution,No Resampling,Multilabel,19,0.9629629629629629,0.9541284403669725,0.9585253456221199
In-distribution,No Resampling,Multilabel,20,,0.0,
In-distribution,No Resampling,Multilabel,21,0.9961013645224172,0.9826923076923076,0.989351403678606
In-distribution,No Resampling,Multilabel,22,0.9830508474576272,0.9354838709677419,0.9586776859504132
In-distribution,No Resampling,Multilabel,23,0.9779735682819384,0.9910714285714286,0.9844789356984479
In-distribution,No Resampling,Multilabel,24,0.9662921348314607,0.9772727272727273,0.9717514124293786
In-distribution,No Resampling,Multilabel,25,0.9943820224719101,0.9779005524861878,0.9860724233983287
In-distribution,No Resampling,Multilabel,26,0.9861111111111112,0.9530201342281879,0.969283276450512
In-distribution,No Resampling,Multilabel,27,0.9590909090909091,0.9768518518518519,0.9678899082568807
In-distribution,No Resampling,Multilabel,28,1.0,0.8888888888888888,0.9411764705882353
In-distribution,No Resampling,Multilabel,29,0.9868204283360791,0.9966722129783694,0.9917218543046358
In-distribution,No Resampling,Multilabel,30,0.9920255183413078,0.9888712241653418,0.9904458598726115
In-distribution,No Resampling,Multilabel,31,0.9411764705882353,0.9795918367346939,0.96
In-distribution,No Resampling,Multilabel,32,1.0,1.0,1.0
In-distribution,No Resampling,Multilabel,33,0.9565217391304348,1.0,0.9777777777777777
In-distribution,No Resampling,Multilabel,34,1.0,0.9411764705882353,0.9696969696969697
In-distribution,No Resampling,Multilabel,35,0.5,1.0,0.6666666666666666
In-distribution,No Resampling,Multilabel,36,0.9931972789115646,1.0,0.9965870307167235
In-distribution,No Resampling,Multilabel,37,0.9818181818181818,1.0,0.9908256880733944
In-distribution,No Resampling,Multilabel,38,1.0,0.9583333333333334,0.9787234042553191
In-distribution,No Resampling,Multilabel,39,,0.0,
In-distribution,No Resampling,Multilabel,40,1.0,0.9090909090909091,0.9523809523809523
In-distribution,No Resampling,Multilabel,41,,0.0,
In-distribution,No Resampling,Multilabel,42,1.0,0.8461538461538461,0.9166666666666666
In-distribution,No Resampling,Multilabel,43,0.992,0.9880478087649402,0.9900199600798404
In-distribution,No Resampling,Multilabel,44,1.0,0.5,0.6666666666666666
In-distribution,No Resampling,Multilabel,45,1.0,1.0,1.0
In-distribution,No Resampling,Multilabel,46,0.9915966386554622,0.9957805907172996,0.9936842105263158
In-distribution,No Resampling,Multilabel,47,0.9632352941176471,0.9849624060150376,0.9739776951672863
In-distribution,No Resampling,Multilabel,48,,0.0,
In-distribution,No Resampling,Multilabel,49,0.9759036144578314,0.9878048780487805,0.9818181818181818
In-distribution,No Resampling,Multilabel,50,1.0,0.9764705882352941,0.988095238095238
In-distribution,No Resampling,Multilabel,51,1.0,1.0,1.0
In-distribution,No Resampling,Multilabel,52,1.0,0.8461538461538461,0.9166666666666666
In-distribution,No Resampling,Multilabel,53,0.9424083769633508,0.994475138121547,0.967741935483871
In-distribution,No Resampling,Multilabel,54,0.8378378378378378,1.0,0.911764705882353
In-distribution,No Resampling,Multilabel,55,1.0,0.9411764705882353,0.9696969696969697
In-distribution,No Resampling,Multilabel,56,1.0,0.75,0.8571428571428571
In-distribution,No Resampling,Multilabel,57,,,
In-distribution,No Resampling,Multilabel,58,0.9770114942528736,0.9953161592505855,0.9860788863109048
In-distribution,No Resampling,Multilabel,59,1.0,0.2,0.33333333333333337
In-distribution,No Resampling,Multilabel,60,0.9427083333333334,1.0,0.9705093833780161
In-distribution,No Resampling,Multilabel,61,0.5,0.3333333333333333,0.4
In-distribution,No Resampling,Multilabel,62,0.9560439560439561,0.9613259668508287,0.9586776859504131
In-distribution,No Resampling,Multilabel,63,0.7291666666666666,1.0,0.8433734939759037
DSBI,No Resampling,Multilabel,0,,,
DSBI,No Resampling,Multilabel,1,0.9763851044504995,0.9808394160583942,0.9786071916249431
DSBI,No Resampling,Multilabel,2,0.9135802469135802,0.9579288025889967,0.9352290679304897
DSBI,No Resampling,Multilabel,3,0.9885159010600707,0.9730434782608696,0.9807186678352323
DSBI,No Resampling,Multilabel,4,0.5696969696969697,0.9957627118644068,0.7247494217424828
DSBI,No Resampling,Multilabel,5,0.9734121122599705,0.8135802469135802,0.8863483523873572
DSBI,No Resampling,Multilabel,6,0.869413813116657,0.9946879150066401,0.9278414369773924
DSBI,No Resampling,Multilabel,7,0.9687162891046386,0.9543039319872476,0.9614561027837257
DSBI,No Resampling,Multilabel,8,0.797427652733119,1.0,0.8872987477638641
DSBI,No Resampling,Multilabel,9,0.9688715953307393,0.9137614678899083,0.9405099150141644
DSBI,No Resampling,Multilabel,10,0.9903788334335538,0.9586728754365541,0.974267968056788
DSBI,No Resampling,Multilabel,11,0.9801242236024845,0.9789081885856079,0.9795158286778399
DSBI,No Resampling,Multilabel,12,0.8698884758364313,0.9322709163346613,0.9
DSBI,No Resampling,Multilabel,13,0.9875222816399287,0.7769985974754559,0.869701726844584
DSBI,No Resampling,Multilabel,14,0.9636871508379888,0.6777996070726916,0.795847750865052
DSBI,No Resampling,Multilabel,15,0.9919354838709677,0.935361216730038,0.9628180039138943
DSBI,No Resampling,Multilabel,16,0.8202802967848309,0.9996651038178165,0.9011320754716982
DSBI,No Resampling,Multilabel,17,0.9703264094955489,0.6869747899159664,0.8044280442804429
DSBI,No Resampling,Multilabel,18,0.9698762775685853,0.9830970556161396,0.9764419171405362
DSBI,No Resampling,Multilabel,19,0.9868212967843965,0.9925768822905621,0.9896907216494846
DSBI,No Resampling,Multilabel,20,0.8611859838274932,0.9038189533239038,0.8819875776397516
DSBI,No Resampling,Multilabel,21,0.9871794871794872,0.8783269961977186,0.9295774647887325
DSBI,No Resampling,Multilabel,22,0.950207468879668,0.9521829521829522,0.9511941848390446
DSBI,No Resampling,Multilabel,23,0.9623430962343096,0.9126984126984127,0.9368635437881874
DSBI,No Resampling,Multilabel,24,0.9491525423728814,0.2711864406779661,0.4218455743879473
DSBI,No Resampling,Multilabel,25,0.9967051070840197,0.9582893347412883,0.9771197846567968
DSBI,No Resampling,Multilabel,26,0.9791666666666666,0.912621359223301,0.9447236180904524
DSBI,No Resampling,Multilabel,27,0.9964328180737217,0.9485002829654782,0.9718759060597274
DSBI,No Resampling,Multilabel,28,0.9439102564102564,0.9261006289308176,0.9349206349206349
DSBI,No Resampling,Multilabel,29,0.9973684210526316,0.8594104308390023,0.9232643118148599
DSBI,No Resampling,Multilabel,30,0.9874476987447699,0.9427430093209055,0.9645776566757492
DSBI,No Resampling,Multilabel,31,0.8875,0.9793103448275862,0.9311475409836065
DSBI,No Resampling,Multilabel,32,0.7184466019417476,1.0,0.8361581920903954
DSBI,No Resampling,Multilabel,33,0.9707903780068728,0.9495798319327731,0.9600679694137638
DSBI,No Resampling,Multilabel,34,0.955637707948244,0.9847619047619047,0.9699812382739212
DSBI,No Resampling,Multilabel,35,0.9695431472081218,0.8946135831381733,0.930572472594397
DSBI,No Resampling,Multilabel,36,0.9531051964512041,0.9376558603491272,0.9453174104336896
DSBI,No Resampling,Multilabel,37,0.990924092409241,0.9756295694557271,0.9832173557101924
DSBI,No Resampling,Multilabel,38,0.9245689655172413,0.955456570155902,0.9397590361445782
DSBI,No Resampling,Multilabel,39,0.9281524926686217,0.985981308411215,0.9561933534743201
DSBI,No Resampling,Multilabel,40,0.5,0.03571428571428571,0.06666666666666667
DSBI,No Resampling,Multilabel,41,0.9768934531450578,0.9857512953367875,0.9813023855577047
DSBI,No Resampling,Multilabel,42,0.9917864476386037,0.9182509505703422,0.9536031589338598
DSBI,No Resampling,Multilabel,43,1.0,0.8454935622317596,0.9162790697674419
DSBI,No Resampling,Multilabel,44,0.9667458432304038,0.9044444444444445,0.9345579793340988
DSBI,No Resampling,Multilabel,45,0.981203007518797,0.9775280898876404,0.9793621013133208
DSBI,No Resampling,Multilabel,46,0.975609756097561,0.8928571428571429,0.9324009324009325
DSBI,No Resampling,Multilabel,47,0.9161290322580645,0.9466666666666667,0.9311475409836065
DSBI,No Resampling,Multilabel,48,0.9375,0.966183574879227,0.9516256938937351
DSBI,No Resampling,Multilabel,49,0.9571955719557196,0.979607250755287,0.9682717431877567
DSBI,No Resampling,Multilabel,50,0.9737274220032841,0.9689542483660131,0.9713349713349714
DSBI,No Resampling,Multilabel,51,0.9855491329479769,0.9093333333333333,0.9459084604715672
DSBI,No Resampling,Multilabel,52,0.8903107861060329,0.974,0.9302769818529131
DSBI,No Resampling,Multilabel,53,0.962671905697446,0.958904109589041,0.9607843137254901
DSBI,No Resampling,Multilabel,54,0.95,0.9708029197080292,0.9602888086642599
DSBI,No Resampling,Multilabel,55,0.9010526315789473,0.9839080459770115,0.9406593406593406
DSBI,No Resampling,Multilabel,56,0.9768518518518519,0.8647540983606558,0.9173913043478261
DSBI,No Resampling,Multilabel,57,0.836,0.9812206572769953,0.9028077753779697
DSBI,No Resampling,Multilabel,58,0.9952076677316294,0.9540581929555896,0.9741985926505083
DSBI,No Resampling,Multilabel,59,0.924187725631769,0.9516728624535316,0.9377289377289377
DSBI,No Resampling,Multilabel,60,0.9818971759594497,0.958981612446959,0.9703041144901611
DSBI,No Resampling,Multilabel,61,0.875,0.9415204678362573,0.9070422535211267
DSBI,No Resampling,Multilabel,62,0.9719298245614035,0.9584775086505191,0.9651567944250871
DSBI,No Resampling,Multilabel,63,0.8452380952380952,0.9861111111111112,0.9102564102564102
BCD,No Resampling,Multilabel,0,,0.0,
BCD,No Resampling,Multilabel,1,0.2,0.11428571428571428,0.14545454545454545
BCD,No Resampling,Multilabel,2,,0.0,
BCD,No Resampling,Multilabel,3,0.06666666666666667,0.10256410256410256,0.0808080808080808
BCD,No Resampling,Multilabel,4,,0.0,
BCD,No Resampling,Multilabel,5,0.11666666666666667,0.125,0.1206896551724138
BCD,No Resampling,Multilabel,6,,0.0,
BCD,No Resampling,Multilabel,7,0.13333333333333333,0.3333333333333333,0.19047619047619044
BCD,No Resampling,Multilabel,8,,0.0,
BCD,No Resampling,Multilabel,9,0.06666666666666667,0.05970149253731343,0.06299212598425197
BCD,No Resampling,Multilabel,10,0.26666666666666666,0.43243243243243246,0.3298969072164949
BCD,No Resampling,Multilabel,11,0.6,0.47368421052631576,0.5294117647058824
BCD,No Resampling,Multilabel,12,,0.0,
BCD,No Resampling,Multilabel,13,0.5,0.7142857142857143,0.588235294117647
BCD,No Resampling,Multilabel,14,0.23333333333333334,0.5384615384615384,0.32558139534883723
BCD,No Resampling,Multilabel,15,0.48333333333333334,0.5686274509803921,0.5225225225225224
BCD,No Resampling,Multilabel,16,,0.0,
BCD,No Resampling,Multilabel,17,0.4166666666666667,0.3968253968253968,0.4065040650406504
BCD,No Resampling,Multilabel,18,,0.0,
BCD,No Resampling,Multilabel,19,0.4666666666666667,0.5833333333333334,0.5185185185185186
BCD,No Resampling,Multilabel,20,,0.0,
BCD,No Resampling,Multilabel,21,0.4666666666666667,0.5714285714285714,0.5137614678899083
BCD,No Resampling,Multilabel,22,,0.0,
BCD,No Resampling,Multilabel,23,0.4666666666666667,0.7567567567567568,0.577319587628866
BCD,No Resampling,Multilabel,24,,0.0,
BCD,No Resampling,Multilabel,25,0.35,0.3620689655172414,0.3559322033898305
BCD,No Resampling,Multilabel,26,0.6166666666666667,0.6607142857142857,0.6379310344827587
BCD,No Resampling,Multilabel,27,0.31666666666666665,0.34545454545454546,0.33043478260869563
BCD,No Resampling,Multilabel,28,,0.0,
BCD,No Resampling,Multilabel,29,0.5666666666666667,0.53125,0.5483870967741935
BCD,No Resampling,Multilabel,30,0.55,0.6226415094339622,0.5840707964601771
BCD,No Resampling,Multilabel,31,0.5166666666666667,0.49206349206349204,0.5040650406504066
BCD,No Resampling,Multilabel,32,,0.0,
BCD,No Resampling,Multilabel,33,,0.0,
BCD,No Resampling,Multilabel,34,,0.0,
BCD,No Resampling,Multilabel,35,,0.0,
BCD,No Resampling,Multilabel,36,,0.0,
BCD,No Resampling,Multilabel,37,0.11666666666666667,0.25925925925925924,0.16091954022988508
BCD,No Resampling,Multilabel,38,,0.0,
BCD,No Resampling,Multilabel,39,0.35,0.9130434782608695,0.5060240963855421
BCD,No Resampling,Multilabel,40,,0.0,
BCD,No Resampling,Multilabel,41,,0.0,
BCD,No Resampling,Multilabel,42,,0.0,
BCD,No Resampling,Multilabel,43,,0.0,
BCD,No Resampling,Multilabel,44,,0.0,
BCD,No Resampling,Multilabel,45,0.55,0.673469387755102,0.6055045871559633
BCD,No Resampling,Multilabel,46,,0.0,
BCD,No Resampling,Multilabel,47,,0.0,
BCD,No Resampling,Multilabel,48,,0.0,
BCD,No Resampling,Multilabel,49,,0.0,
BCD,No Resampling,Multilabel,50,,0.0,
BCD,No Resampling,Multilabel,51,,0.0,
BCD,No Resampling,Multilabel,52,,0.0,
BCD,No Resampling,Multilabel,53,0.5,0.7142857142857143,0.588235294117647
BCD,No Resampling,Multilabel,54,,0.0,
BCD,No Resampling,Multilabel,55,,0.0,
BCD,No Resampling,Multilabel,56,,0.0,
BCD,No Resampling,Multilabel,57,,0.0,
BCD,No Resampling,Multilabel,58,0.4666666666666667,0.7777777777777778,0.5833333333333334
BCD,No Resampling,Multilabel,59,,0.0,
BCD,No Resampling,Multilabel,60,,0.0,
BCD,No Resampling,Multilabel,61,0.48333333333333334,0.7837837837837838,0.5979381443298969
BCD,No Resampling,Multilabel,62,,0.0,
BCD,No Resampling,Multilabel,63,,0.0,
ABC,No Resampling,Multilabel,0,,0.0,
ABC,No Resampling,Multilabel,1,0.7474747474747475,0.24584717607973422,0.37
ABC,No Resampling,Multilabel,2,,0.0,
ABC,No Resampling,Multilabel,3,0.5959595959595959,0.2669683257918552,0.36874999999999997
ABC,No Resampling,Multilabel,4,,0.0,
ABC,No Resampling,Multilabel,5,0.3434343434343434,0.4857142857142857,0.4023668639053254
ABC,No Resampling,Multilabel,6,,0.0,
ABC,No Resampling,Multilabel,7,,0.0,
ABC,No Resampling,Multilabel,8,,0.0,
ABC,No Resampling,Multilabel,9,,0.0,
ABC,No Resampling,Multilabel,10,0.4444444444444444,0.32592592592592595,0.37606837606837606
ABC,No Resampling,Multilabel,11,0.41414141414141414,0.35964912280701755,0.38497652582159625
ABC,No Resampling,Multilabel,12,0.5252525252525253,0.896551724137931,0.6624203821656051
ABC,No Resampling,Multilabel,13,0.43434343434343436,0.5733333333333334,0.4942528735632184
ABC,No Resampling,Multilabel,14,0.4444444444444444,0.7213114754098361,0.5499999999999999
ABC,No Resampling,Multilabel,15,,0.0,
ABC,No Resampling,Multilabel,16,,0.0,
ABC,No Resampling,Multilabel,17,,0.0,
ABC,No Resampling,Multilabel,18,,0.0,
ABC,No Resampling,Multilabel,19,0.29292929292929293,0.5087719298245614,0.3717948717948718
ABC,No Resampling,Multilabel,20,,0.0,
ABC,No Resampling,Multilabel,21,0.47474747474747475,0.5949367088607594,0.5280898876404494
ABC,No Resampling,Multilabel,22,,0.0,
ABC,No Resampling,Multilabel,23,0.26262626262626265,0.6190476190476191,0.3687943262411348
ABC,No Resampling,Multilabel,24,,0.0,
ABC,No Resampling,Multilabel,25,0.45454545454545453,0.4205607476635514,0.4368932038834951
ABC,No Resampling,Multilabel,26,0.494949494949495,0.5903614457831325,0.5384615384615384
ABC,No Resampling,Multilabel,27,,0.0,
ABC,No Resampling,Multilabel,28,0.5353535353535354,0.8412698412698413,0.654320987654321
ABC,No Resampling,Multilabel,29,0.36363636363636365,0.72,0.4832214765100672
ABC,No Resampling,Multilabel,30,0.36363636363636365,0.8780487804878049,0.5142857142857142
ABC,No Resampling,Multilabel,31,0.31313131313131315,0.7948717948717948,0.44927536231884063
ABC,No Resampling,Multilabel,32,,0.0,
ABC,No Resampling,Multilabel,33,,0.0,
ABC,No Resampling,Multilabel,34,,0.0,
ABC,No Resampling,Multilabel,35,0.23232323232323232,0.71875,0.35114503816793896
ABC,No Resampling,Multilabel,36,,0.0,
ABC,No Resampling,Multilabel,37,,0.0,
ABC,No Resampling,Multilabel,38,,0.0,
ABC,No Resampling,Multilabel,39,,0.0,
ABC,No Resampling,Multilabel,40,,0.0,
ABC,No Resampling,Multilabel,41,0.1919191919191919,0.8260869565217391,0.3114754098360656
ABC,No Resampling,Multilabel,42,,0.0,
ABC,No Resampling,Multilabel,43,0.2878787878787879,0.9193548387096774,0.4384615384615384
ABC,No Resampling,Multilabel,44,,0.0,
ABC,No Resampling,Multilabel,45,0.13131313131313133,0.8125,0.22608695652173916
ABC,No Resampling,Multilabel,46,0.2828282828282828,0.8484848484848485,0.42424242424242425
ABC,No Resampling,Multilabel,47,0.18181818181818182,0.9473684210526315,0.3050847457627119
ABC,No Resampling,Multilabel,48,,0.0,
ABC,No Resampling,Multilabel,49,0.30303030303030304,0.8108108108108109,0.44117647058823534
ABC,No Resampling,Multilabel,50,,0.0,
ABC,No Resampling,Multilabel,51,0.16161616161616163,0.8,0.26890756302521013
ABC,No Resampling,Multilabel,52,,0.0,
ABC,No Resampling,Multilabel,53,,0.0,
ABC,No Resampling,Multilabel,54,,0.0,
ABC,No Resampling,Multilabel,55,0.2222222222222222,0.8461538461538461,0.352
ABC,No Resampling,Multilabel,56,0.010101010101010102,0.16666666666666666,0.01904761904761905
ABC,No Resampling,Multilabel,57,0.1111111111111111,0.8461538461538461,0.19642857142857145
ABC,No Resampling,Multilabel,58,0.43434343434343436,0.8958333333333334,0.5850340136054422
ABC,No Resampling,Multilabel,59,,0.0,
ABC,No Resampling,Multilabel,60,,0.0,
ABC,No Resampling,Multilabel,61,,0.0,
ABC,No Resampling,Multilabel,62,0.3939393939393939,0.8125,0.5306122448979591
ABC,No Resampling,Multilabel,63,0.18181818181818182,1.0,0.3076923076923077
Braille37,No Resampling,Multilabel,0,0.35403726708074534,0.7972027972027972,0.49032258064516127
Braille37,No Resampling,Multilabel,1,0.9125412541254125,0.6630695443645084,0.7680555555555555
Braille37,No Resampling,Multilabel,2,0.9114173228346457,0.9241516966067864,0.9177403369672944
Braille37,No Resampling,Multilabel,3,0.9278579356270811,0.7946768060836502,0.8561187916026626
Braille37,No Resampling,Multilabel,4,0.875438596491228,0.9559386973180076,0.9139194139194139
Braille37,No Resampling,Multilabel,5,0.8218029350104822,0.8252631578947368,0.823529411764706
Braille37,No Resampling,Multilabel,6,0.8958333333333334,0.9904030710172744,0.9407474931631723
Braille37,No Resampling,Multilabel,7,0.9378818737270875,0.8519888991674376,0.8928744546776539
Braille37,No Resampling,Multilabel,8,,0.0,
Braille37,No Resampling,Multilabel,9,0.9178794178794178,0.8012704174228675,0.8556201550387597
Braille37,No Resampling,Multilabel,10,0.9740663900414938,0.8172323759791122,0.8887837198296262
Braille37,No Resampling,Multilabel,11,0.9618949536560247,0.8769953051643192,0.9174852652259332
Braille37,No Resampling,Multilabel,12,,0.0,
Braille37,No Resampling,Multilabel,13,0.9018595041322314,0.7578125,0.8235849056603772
Braille37,No Resampling,Multilabel,14,0.8143153526970954,0.9751552795031055,0.8875070661390616
Braille37,No Resampling,Multilabel,15,0.8703703703703703,0.9735327963176065,0.9190657251493753
Braille37,No Resampling,Multilabel,16,,0.0,
Braille37,No Resampling,Multilabel,17,0.9761904761904762,0.8224368499257058,0.8927419354838709
Braille37,No Resampling,Multilabel,18,0.9779286926994907,0.8861538461538462,0.9297820823244551
Braille37,No Resampling,Multilabel,19,0.8645294725956567,0.9510807736063709,0.905742145178765
Braille37,No Resampling,Multilabel,20,,0.0,
Braille37,No Resampling,Multilabel,21,0.9511201629327902,0.8869895536562203,0.917936117936118
Braille37,No Resampling,Multilabel,22,0.7831325301204819,0.9774436090225563,0.8695652173913042
Braille37,No Resampling,Multilabel,23,0.9287749287749287,0.9888776541961577,0.9578844270323212
Braille37,No Resampling,Multilabel,24,,0.0,
Braille37,No Resampling,Multilabel,25,0.9699646643109541,0.8776978417266187,0.9215274863617289
Braille37,No Resampling,Multilabel,26,0.9613778705636743,0.9573804573804574,0.959375
Braille37,No Resampling,Multilabel,27,0.963,0.7535211267605634,0.845478489903424
Braille37,No Resampling,Multilabel,28,,0.0,
Braille37,No Resampling,Multilabel,29,0.922244094488189,0.6920236336779911,0.7907172995780591
Braille37,No Resampling,Multilabel,30,0.9578107183580388,0.9882352941176471,0.9727851766068327
Braille37,No Resampling,Multilabel,31,0.6396761133603239,0.9890453834115805,0.7768899815611555
Braille37,No Resampling,Multilabel,32,0.9081967213114754,0.9964028776978417,0.9502572898799314
Braille37,No Resampling,Multilabel,33,,0.0,
Braille37,No Resampling,Multilabel,34,,0.0,
Braille37,No Resampling,Multilabel,35,,0.0,
Braille37,No Resampling,Multilabel,36,0.9458955223880597,0.9234972677595629,0.9345622119815669
Braille37,No Resampling,Multilabel,37,0.7464285714285714,0.9193548387096774,0.8239159001314059
Braille37,No Resampling,Multilabel,38,0.924908424908425,0.97678916827853,0.9501411100658514
Braille37,No Resampling,Multilabel,39,0.5526315789473685,0.9938271604938271,0.7102941176470589
Braille37,No Resampling,Multilabel,40,,0.0,
Braille37,No Resampling,Multilabel,41,,0.0,
Braille37,No Resampling,Multilabel,42,,0.0,
Braille37,No Resampling,Multilabel,43,,0.0,
Braille37,No Resampling,Multilabel,44,,0.0,
Braille37,No Resampling,Multilabel,45,0.47766323024054985,0.9164835164835164,0.6280120481927711
Braille37,No Resampling,Multilabel,46,,0.0,
Braille37,No Resampling,Multilabel,47,,0.0,
Braille37,No Resampling,Multilabel,48,,0.0,
Braille37,No Resampling,Multilabel,49,,0.0,
Braille37,No Resampling,Multilabel,50,0.9776119402985075,0.9924242424242424,0.9849624060150376
Braille37,No Resampling,Multilabel,51,,,
Braille37,No Resampling,Multilabel,52,,0.0,
Braille37,No Resampling,Multilabel,53,0.7603211009174312,0.9793205317577548,0.856036152356359
Braille37,No Resampling,Multilabel,54,,0.0,
Braille37,No Resampling,Multilabel,55,,0.0,
Braille37,No Resampling,Multilabel,56,,0.0,
Braille37,No Resampling,Multilabel,57,,0.0,
Braille37,No Resampling,Multilabel,58,0.944,0.9706227967097533,0.9571263035921205
Braille37,No Resampling,Multilabel,59,,0.0,
Braille37,No Resampling,Multilabel,60,0.9931506849315068,0.7967032967032966,0.8841463414634146
Braille37,No Resampling,Multilabel,61,0.42613636363636365,0.9422110552763819,0.5868544600938967
Braille37,No Resampling,Multilabel,62,,0.0,
Braille37,No Resampling,Multilabel,63,,0.0,
In-distribution,Class Resampled,Multilabel,0,,0.0,
In-distribution,Class Resampled,Multilabel,1,0.9849137931034483,0.9989071038251366,0.9918610960390668
In-distribution,Class Resampled,Multilabel,2,0.9682539682539683,0.9878542510121457,0.9779559118236473
In-distribution,Class Resampled,Multilabel,3,0.9768518518518519,0.9723502304147466,0.97459584295612
In-distribution,Class Resampled,Multilabel,4,1.0,0.75,0.8571428571428571
In-distribution,Class Resampled,Multilabel,5,0.9941747572815534,0.9846153846153847,0.9893719806763286
In-distribution,Class Resampled,Multilabel,6,,0.0,
In-distribution,Class Resampled,Multilabel,7,0.9958762886597938,0.9777327935222672,0.9867211440245149
In-distribution,Class Resampled,Multilabel,8,1.0,0.6666666666666666,0.8
In-distribution,Class Resampled,Multilabel,9,0.9726027397260274,0.9726027397260274,0.9726027397260274
In-distribution,Class Resampled,Multilabel,10,0.9905277401894452,0.997275204359673,0.9938900203665988
In-distribution,Class Resampled,Multilabel,11,0.9375,0.9375,0.9375
In-distribution,Class Resampled,Multilabel,12,,,
In-distribution,Class Resampled,Multilabel,13,0.9882005899705014,0.9940652818991098,0.9911242603550297
In-distribution,Class Resampled,Multilabel,14,0.99,0.9919839679358717,0.990990990990991
In-distribution,Class Resampled,Multilabel,15,0.9874213836477987,0.9874213836477987,0.9874213836477987
In-distribution,Class Resampled,Multilabel,16,1.0,0.6666666666666666,0.8
In-distribution,Class Resampled,Multilabel,17,0.9905992949471211,0.9976331360946745,0.9941037735849056
In-distribution,Class Resampled,Multilabel,18,0.9861111111111112,0.9659863945578231,0.9759450171821307
In-distribution,Class Resampled,Multilabel,19,0.9722222222222222,0.9459459459459459,0.9589041095890412
In-distribution,Class Resampled,Multilabel,20,,0.0,
In-distribution,Class Resampled,Multilabel,21,0.9961013645224172,0.991270611057226,0.9936801166747691
In-distribution,Class Resampled,Multilabel,22,1.0,0.9365079365079365,0.9672131147540983
In-distribution,Class Resampled,Multilabel,23,0.9911894273127754,0.9868421052631579,0.989010989010989
In-distribution,Class Resampled,Multilabel,24,0.9887640449438202,0.9887640449438202,0.9887640449438202
In-distribution,Class Resampled,Multilabel,25,0.9803370786516854,0.9943019943019943,0.9872701555869873
In-distribution,Class Resampled,Multilabel,26,0.9930555555555556,0.9662162162162162,0.9794520547945206
In-distribution,Class Resampled,Multilabel,27,0.9772727272727273,0.9907834101382489,0.9839816933638444
In-distribution,Class Resampled,Multilabel,28,0.875,0.5833333333333334,0.7000000000000001
In-distribution,Class Resampled,Multilabel,29,0.9802306425041186,0.9966499162479062,0.9883720930232558
In-distribution,Class Resampled,Multilabel,30,0.9920255183413078,0.9967948717948718,0.994404476418865
In-distribution,Class Resampled,Multilabel,31,0.9738562091503268,0.9612903225806452,0.9675324675324675
In-distribution,Class Resampled,Multilabel,32,1.0,1.0,1.0
In-distribution,Class Resampled,Multilabel,33,1.0,0.92,0.9583333333333334
In-distribution,Class Resampled,Multilabel,34,1.0,0.9411764705882353,0.9696969696969697
In-distribution,Class Resampled,Multilabel,35,1.0,1.0,1.0
In-distribution,Class Resampled,Multilabel,36,0.9727891156462585,1.0,0.9862068965517241
In-distribution,Class Resampled,Multilabel,37,0.9939393939393939,0.9969604863221885,0.9954476479514416
In-distribution,Class Resampled,Multilabel,38,1.0,0.8846153846153846,0.9387755102040816
In-distribution,Class Resampled,Multilabel,39,,0.0,
In-distribution,Class Resampled,Multilabel,40,1.0,0.9090909090909091,0.9523809523809523
In-distribution,Class Resampled,Multilabel,41,,0.0,
In-distribution,Class Resampled,Multilabel,42,1.0,0.8461538461538461,0.9166666666666666
In-distribution,Class Resampled,Multilabel,43,0.988,1.0,0.993963782696177
In-distribution,Class Resampled,Multilabel,44,1.0,0.5,0.6666666666666666
In-distribution,Class Resampled,Multilabel,45,1.0,1.0,1.0
In-distribution,Class Resampled,Multilabel,46,0.9831932773109243,0.9957446808510638,0.9894291754756871
In-distribution,Class Resampled,Multilabel,47,0.9705882352941176,0.9924812030075187,0.9814126394052045
In-distribution,Class Resampled,Multilabel,48,,0.0,
